seq_no,control_flag,priority_no,modal,LT,Dpt_entity,Dpt_week,Dpt_step,Arv_entity,Arv_week,Arv_step
HAM_D202307022,F,001202307022,B,2,HAM,26,6,HAM_D,28,6
HAM_D202307023,F,001202307023,B,2,HAM,26,7,HAM_D,28,7
HAM_D202307002,F,001202307002,B,2,HAM,27,0,HAM_D,29,0
HAM_D202307007,F,001202307007,B,2,HAM,27,1,HAM_D,29,1
HAM_D202307011,F,001202307011,B,2,HAM,27,2,HAM_D,29,2
HAM_D202307013,F,001202307013,B,2,HAM,27,3,HAM_D,29,3
HAM_D202307014,F,001202307014,B,2,HAM,27,4,HAM_D,29,4
HAM_D202307016,F,001202307016,B,2,HAM,27,5,HAM_D,29,5
HAM_D202307018,F,001202307018,B,2,HAM,27,6,HAM_D,29,6
HAM_D202307027,F,001202307027,B,2,HAM,27,7,HAM_D,29,7
HAM_D202307001,F,001202307001,B,2,HAM,28,0,HAM_D,30,0
HAM_D202307004,F,001202307004,B,2,HAM,28,1,HAM_D,30,1
HAM_D202307010,F,001202307010,B,2,HAM,28,2,HAM_D,30,2
HAM_D202307024,F,001202307024,B,2,HAM,28,3,HAM_D,30,3
HAM_D202308001,F,001202308001,B,2,HAM,29,0,HAM_D,31,0
HAM_D202308004,F,001202308004,B,2,HAM,29,1,HAM_D,31,1
HAM_D202308007,F,001202308007,B,2,HAM,29,2,HAM_D,31,2
HAM_D202308009,F,001202308009,B,2,HAM,29,3,HAM_D,31,3
HAM_D202308015,F,001202308015,B,2,HAM,29,4,HAM_D,31,4
HAM_D202308017,F,001202308017,B,2,HAM,29,5,HAM_D,31,5
HAM_D202308019,F,001202308019,B,2,HAM,29,6,HAM_D,31,6
HAM_D202308021,F,001202308021,B,2,HAM,29,7,HAM_D,31,7
HAM_D202308025,F,001202308025,B,2,HAM,29,8,HAM_D,31,8
HAM_D202308002,F,001202308002,B,2,HAM,31,0,HAM_D,33,0
HAM_D202308003,F,001202308003,B,2,HAM,31,1,HAM_D,33,1
HAM_D202308006,F,001202308006,B,2,HAM,31,2,HAM_D,33,2
HAM_D202308008,F,001202308008,B,2,HAM,31,3,HAM_D,33,3
HAM_D202308010,F,001202308010,B,2,HAM,31,4,HAM_D,33,4
HAM_D202308012,F,001202308012,B,2,HAM,31,5,HAM_D,33,5
HAM_D202308013,F,001202308013,B,2,HAM,31,6,HAM_D,33,6
HAM_D202308014,F,001202308014,B,2,HAM,31,7,HAM_D,33,7
HAM_D202308016,F,001202308016,B,2,HAM,31,8,HAM_D,33,8
HAM_D202308018,F,001202308018,B,2,HAM,31,9,HAM_D,33,9
HAM_D202308020,F,001202308020,B,2,HAM,31,10,HAM_D,33,10
HAM_D202308022,F,001202308022,B,2,HAM,31,11,HAM_D,33,11
HAM_D202308024,F,001202308024,B,2,HAM,31,12,HAM_D,33,12
HAM_D202308005,F,001202308005,B,2,HAM,32,0,HAM_D,34,0
HAM_D202308011,F,001202308011,B,2,HAM,32,1,HAM_D,34,1
HAM_D202308023,F,001202308023,B,2,HAM,32,2,HAM_D,34,2
HAM_D202309005,F,001202309005,B,2,HAM,33,0,HAM_D,35,0
HAM_D202309007,F,001202309007,B,2,HAM,33,1,HAM_D,35,1
HAM_D202309009,F,001202309009,B,2,HAM,33,2,HAM_D,35,2
HAM_D202309012,F,001202309012,B,2,HAM,33,3,HAM_D,35,3
HAM_D202309021,F,001202309021,B,2,HAM,33,4,HAM_D,35,4
HAM_D202309023,F,001202309023,B,2,HAM,33,5,HAM_D,35,5
HAM_D202309003,F,001202309003,B,2,HAM,34,0,HAM_D,36,0
HAM_D202309015,F,001202309015,B,2,HAM,34,1,HAM_D,36,1
HAM_D202309016,F,001202309016,B,2,HAM,34,2,HAM_D,36,2
HAM_D202309017,F,001202309017,B,2,HAM,34,3,HAM_D,36,3
HAM_D202309018,F,001202309018,B,2,HAM,34,4,HAM_D,36,4
HAM_D202309024,F,001202309024,B,2,HAM,34,5,HAM_D,36,5
HAM_D202309025,F,001202309025,B,2,HAM,34,6,HAM_D,36,6
HAM_D202309001,F,001202309001,B,2,HAM,35,0,HAM_D,37,0
HAM_D202309004,F,001202309004,B,2,HAM,35,1,HAM_D,37,1
HAM_D202309006,F,001202309006,B,2,HAM,35,2,HAM_D,37,2
HAM_D202309008,F,001202309008,B,2,HAM,35,3,HAM_D,37,3
HAM_D202309010,F,001202309010,B,2,HAM,35,4,HAM_D,37,4
HAM_D202309013,F,001202309013,B,2,HAM,35,5,HAM_D,37,5
HAM_D202309014,F,001202309014,B,2,HAM,35,6,HAM_D,37,6
HAM_D202309020,F,001202309020,B,2,HAM,35,7,HAM_D,37,7
HAM_D202309022,F,001202309022,B,2,HAM,35,8,HAM_D,37,8
HAM_D202309011,F,001202309011,B,2,HAM,36,0,HAM_D,38,0
HAM_D202309002,F,001202309002,B,2,HAM,37,0,HAM_D,39,0
HAM_D202309019,F,001202309019,B,2,HAM,37,1,HAM_D,39,1
HAM_D202309026,F,001202309026,B,2,HAM,37,2,HAM_D,39,2
HAM_D202310001,F,001202310001,B,2,HAM,38,0,HAM_D,40,0
HAM_D202310007,F,001202310007,B,2,HAM,38,1,HAM_D,40,1
HAM_D202310009,F,001202310009,B,2,HAM,38,2,HAM_D,40,2
HAM_D202310011,F,001202310011,B,2,HAM,38,3,HAM_D,40,3
HAM_D202310014,F,001202310014,B,2,HAM,38,4,HAM_D,40,4
HAM_D202310016,F,001202310016,B,2,HAM,38,5,HAM_D,40,5
HAM_D202310018,F,001202310018,B,2,HAM,38,6,HAM_D,40,6
HAM_D202310020,F,001202310020,B,2,HAM,38,7,HAM_D,40,7
HAM_D202310021,F,001202310021,B,2,HAM,38,8,HAM_D,40,8
HAM_D202310004,F,001202310004,B,2,HAM,39,0,HAM_D,41,0
HAM_D202310005,F,001202310005,B,2,HAM,39,1,HAM_D,41,1
HAM_D202310006,F,001202310006,B,2,HAM,39,2,HAM_D,41,2
HAM_D202310022,F,001202310022,B,2,HAM,39,3,HAM_D,41,3
HAM_D202310002,F,001202310002,B,2,HAM,40,0,HAM_D,42,0
HAM_D202310003,F,001202310003,B,2,HAM,40,1,HAM_D,42,1
HAM_D202310008,F,001202310008,B,2,HAM,40,2,HAM_D,42,2
HAM_D202310010,F,001202310010,B,2,HAM,40,3,HAM_D,42,3
HAM_D202310013,F,001202310013,B,2,HAM,40,4,HAM_D,42,4
HAM_D202310015,F,001202310015,B,2,HAM,40,5,HAM_D,42,5
HAM_D202310019,F,001202310019,B,2,HAM,40,6,HAM_D,42,6
HAM_D202310023,F,001202310023,B,2,HAM,40,7,HAM_D,42,7
HAM_D202310025,F,001202310025,B,2,HAM,40,8,HAM_D,42,8
HAM_D202310012,F,001202310012,B,2,HAM,41,0,HAM_D,43,0
HAM_D202310017,F,001202310017,B,2,HAM,41,1,HAM_D,43,1
HAM_D202310024,F,001202310024,B,2,HAM,41,2,HAM_D,43,2
HAM_D202311001,F,001202311001,B,2,HAM,42,0,HAM_D,44,0
HAM_D202311002,F,001202311002,B,2,HAM,42,1,HAM_D,44,1
HAM_D202311003,F,001202311003,B,2,HAM,42,2,HAM_D,44,2
HAM_D202311005,F,001202311005,B,2,HAM,42,3,HAM_D,44,3
HAM_D202311007,F,001202311007,B,2,HAM,42,4,HAM_D,44,4
HAM_D202311008,F,001202311008,B,2,HAM,42,5,HAM_D,44,5
HAM_D202311010,F,001202311010,B,2,HAM,42,6,HAM_D,44,6
HAM_D202311011,F,001202311011,B,2,HAM,42,7,HAM_D,44,7
HAM_D202311013,F,001202311013,B,2,HAM,42,8,HAM_D,44,8
HAM_D202311014,F,001202311014,B,2,HAM,42,9,HAM_D,44,9
HAM_D202311016,F,001202311016,B,2,HAM,42,10,HAM_D,44,10
HAM_D202311017,F,001202311017,B,2,HAM,42,11,HAM_D,44,11
HAM_D202311018,F,001202311018,B,2,HAM,42,12,HAM_D,44,12
HAM_D202311019,F,001202311019,B,2,HAM,42,13,HAM_D,44,13
HAM_D202311020,F,001202311020,B,2,HAM,42,14,HAM_D,44,14
HAM_D202311021,F,001202311021,B,2,HAM,42,15,HAM_D,44,15
HAM_D202311022,F,001202311022,B,2,HAM,42,16,HAM_D,44,16
HAM_D202311023,F,001202311023,B,2,HAM,42,17,HAM_D,44,17
HAM_D202311024,F,001202311024,B,2,HAM,42,18,HAM_D,44,18
HAM_D202311025,F,001202311025,B,2,HAM,42,19,HAM_D,44,19
HAM_D202311026,F,001202311026,B,2,HAM,42,20,HAM_D,44,20
HAM_D202311004,F,001202311004,B,2,HAM,43,0,HAM_D,45,0
HAM_D202311006,F,001202311006,B,2,HAM,43,1,HAM_D,45,1
HAM_D202311009,F,001202311009,B,2,HAM,43,2,HAM_D,45,2
HAM_D202311012,F,001202311012,B,2,HAM,44,0,HAM_D,46,0
HAM_D202311015,F,001202311015,B,2,HAM,44,1,HAM_D,46,1
HAM_D202312002,F,001202312002,B,2,HAM,46,0,HAM_D,48,0
HAM_D202312003,F,001202312003,B,2,HAM,46,1,HAM_D,48,1
HAM_D202312005,F,001202312005,B,2,HAM,46,2,HAM_D,48,2
HAM_D202312007,F,001202312007,B,2,HAM,46,3,HAM_D,48,3
HAM_D202312008,F,001202312008,B,2,HAM,46,4,HAM_D,48,4
HAM_D202312010,F,001202312010,B,2,HAM,46,5,HAM_D,48,5
HAM_D202312011,F,001202312011,B,2,HAM,46,6,HAM_D,48,6
HAM_D202312012,F,001202312012,B,2,HAM,46,7,HAM_D,48,7
HAM_D202312014,F,001202312014,B,2,HAM,46,8,HAM_D,48,8
HAM_D202312015,F,001202312015,B,2,HAM,46,9,HAM_D,48,9
HAM_D202312016,F,001202312016,B,2,HAM,46,10,HAM_D,48,10
HAM_D202312017,F,001202312017,B,2,HAM,46,11,HAM_D,48,11
HAM_D202312018,F,001202312018,B,2,HAM,46,12,HAM_D,48,12
HAM_D202312020,F,001202312020,B,2,HAM,46,13,HAM_D,48,13
HAM_D202312021,F,001202312021,B,2,HAM,46,14,HAM_D,48,14
HAM_D202312022,F,001202312022,B,2,HAM,46,15,HAM_D,48,15
HAM_D202312024,F,001202312024,B,2,HAM,46,16,HAM_D,48,16
HAM_D202312026,F,001202312026,B,2,HAM,46,17,HAM_D,48,17
HAM_D202312004,F,001202312004,B,2,HAM,47,0,HAM_D,49,0
HAM_D202312019,F,001202312019,B,2,HAM,47,1,HAM_D,49,1
HAM_D202312001,F,001202312001,B,2,HAM,48,0,HAM_D,50,0
HAM_D202312013,F,001202312013,B,2,HAM,48,1,HAM_D,50,1
HAM_D202312023,F,001202312023,B,2,HAM,48,2,HAM_D,50,2
HAM_D202312009,F,001202312009,B,2,HAM,49,0,HAM_D,51,0
HAM_D202312025,F,001202312025,B,2,HAM,49,1,HAM_D,51,1
HAM_D202312027,F,001202312027,B,2,HAM,49,2,HAM_D,51,2
HAM_D202312006,F,001202312006,B,2,HAM,50,0,HAM_D,52,0
HAM_I202301011,F,001202301011,B,3,HAM,-2,0,HAM_I,1,0
HAM_I202301013,F,001202301013,B,3,HAM,-2,1,HAM_I,1,1
HAM_I202301017,F,001202301017,B,3,HAM,-2,2,HAM_I,1,2
HAM_I202301020,F,001202301020,B,3,HAM,-2,3,HAM_I,1,3
HAM_I202301022,F,001202301022,B,3,HAM,-2,4,HAM_I,1,4
HAM_I202301025,F,001202301025,B,3,HAM,-2,5,HAM_I,1,5
HAM_I202301027,F,001202301027,B,3,HAM,-2,6,HAM_I,1,6
HAM_I202301030,F,001202301030,B,3,HAM,-2,7,HAM_I,1,7
HAM_I202301032,F,001202301032,B,3,HAM,-2,8,HAM_I,1,8
HAM_I202301002,F,001202301002,B,3,HAM,-1,0,HAM_I,2,0
HAM_I202301003,F,001202301003,B,3,HAM,-1,1,HAM_I,2,1
HAM_I202301005,F,001202301005,B,3,HAM,-1,2,HAM_I,2,2
HAM_I202301006,F,001202301006,B,3,HAM,-1,3,HAM_I,2,3
HAM_I202301007,F,001202301007,B,3,HAM,-1,4,HAM_I,2,4
HAM_I202301008,F,001202301008,B,3,HAM,-1,5,HAM_I,2,5
HAM_I202301009,F,001202301009,B,3,HAM,-1,6,HAM_I,2,6
HAM_I202301010,F,001202301010,B,3,HAM,-1,7,HAM_I,2,7
HAM_I202301015,F,001202301015,B,3,HAM,-1,8,HAM_I,2,8
HAM_I202301016,F,001202301016,B,3,HAM,-1,9,HAM_I,2,9
HAM_I202301018,F,001202301018,B,3,HAM,-1,10,HAM_I,2,10
HAM_I202301019,F,001202301019,B,3,HAM,-1,11,HAM_I,2,11
HAM_I202301029,F,001202301029,B,3,HAM,-1,12,HAM_I,2,12
HAM_I202301033,F,001202301033,B,3,HAM,-1,13,HAM_I,2,13
HAM_I202301034,F,001202301034,B,3,HAM,-1,14,HAM_I,2,14
HAM_I202301001,F,001202301001,B,3,HAM,0,0,HAM_I,3,0
HAM_I202301004,F,001202301004,B,3,HAM,0,1,HAM_I,3,1
HAM_I202301014,F,001202301014,B,3,HAM,0,2,HAM_I,3,2
HAM_I202301021,F,001202301021,B,3,HAM,0,3,HAM_I,3,3
HAM_I202301023,F,001202301023,B,3,HAM,0,4,HAM_I,3,4
HAM_I202301024,F,001202301024,B,3,HAM,0,5,HAM_I,3,5
HAM_I202301026,F,001202301026,B,3,HAM,0,6,HAM_I,3,6
HAM_I202301031,F,001202301031,B,3,HAM,0,7,HAM_I,3,7
HAM_I202301035,F,001202301035,B,3,HAM,0,8,HAM_I,3,8
HAM_I202301012,F,001202301012,B,3,HAM,1,0,HAM_I,4,0
HAM_I202301028,F,001202301028,B,3,HAM,1,1,HAM_I,4,1
HAM_I202301036,F,001202301036,B,3,HAM,1,2,HAM_I,4,2
HAM_I202302001,F,001202302001,B,3,HAM,2,0,HAM_I,5,0
HAM_I202302006,F,001202302006,B,3,HAM,2,1,HAM_I,5,1
HAM_I202302009,F,001202302009,B,3,HAM,2,2,HAM_I,5,2
HAM_I202302013,F,001202302013,B,3,HAM,2,3,HAM_I,5,3
HAM_I202302020,F,001202302020,B,3,HAM,2,4,HAM_I,5,4
HAM_I202302022,F,001202302022,B,3,HAM,2,5,HAM_I,5,5
HAM_I202302024,F,001202302024,B,3,HAM,2,6,HAM_I,5,6
HAM_I202302027,F,001202302027,B,3,HAM,2,7,HAM_I,5,7
HAM_I202302002,F,001202302002,B,3,HAM,3,0,HAM_I,6,0
HAM_I202302004,F,001202302004,B,3,HAM,3,1,HAM_I,6,1
HAM_I202302008,F,001202302008,B,3,HAM,3,2,HAM_I,6,2
HAM_I202302010,F,001202302010,B,3,HAM,3,3,HAM_I,6,3
HAM_I202302011,F,001202302011,B,3,HAM,3,4,HAM_I,6,4
HAM_I202302014,F,001202302014,B,3,HAM,3,5,HAM_I,6,5
HAM_I202302015,F,001202302015,B,3,HAM,3,6,HAM_I,6,6
HAM_I202302016,F,001202302016,B,3,HAM,3,7,HAM_I,6,7
HAM_I202302017,F,001202302017,B,3,HAM,3,8,HAM_I,6,8
HAM_I202302018,F,001202302018,B,3,HAM,3,9,HAM_I,6,9
HAM_I202302019,F,001202302019,B,3,HAM,3,10,HAM_I,6,10
HAM_I202302021,F,001202302021,B,3,HAM,3,11,HAM_I,6,11
HAM_I202302023,F,001202302023,B,3,HAM,3,12,HAM_I,6,12
HAM_I202302026,F,001202302026,B,3,HAM,3,13,HAM_I,6,13
HAM_I202302003,F,001202302003,B,3,HAM,4,0,HAM_I,7,0
HAM_I202302005,F,001202302005,B,3,HAM,4,1,HAM_I,7,1
HAM_I202302007,F,001202302007,B,3,HAM,4,2,HAM_I,7,2
HAM_I202302012,F,001202302012,B,3,HAM,4,3,HAM_I,7,3
HAM_I202302025,F,001202302025,B,3,HAM,4,4,HAM_I,7,4
HAM_I202302028,F,001202302028,B,3,HAM,4,5,HAM_I,7,5
HAM_I202303001,F,001202303001,B,3,HAM,6,0,HAM_I,9,0
HAM_I202303007,F,001202303007,B,3,HAM,6,1,HAM_I,9,1
HAM_I202303009,F,001202303009,B,3,HAM,6,2,HAM_I,9,2
HAM_I202303011,F,001202303011,B,3,HAM,6,3,HAM_I,9,3
HAM_I202303013,F,001202303013,B,3,HAM,6,4,HAM_I,9,4
HAM_I202303019,F,001202303019,B,3,HAM,6,5,HAM_I,9,5
HAM_I202303021,F,001202303021,B,3,HAM,6,6,HAM_I,9,6
HAM_I202303027,F,001202303027,B,3,HAM,6,7,HAM_I,9,7
HAM_I202303029,F,001202303029,B,3,HAM,6,8,HAM_I,9,8
HAM_I202303030,F,001202303030,B,3,HAM,6,9,HAM_I,9,9
HAM_I202303002,F,001202303002,B,3,HAM,7,0,HAM_I,10,0
HAM_I202303004,F,001202303004,B,3,HAM,7,1,HAM_I,10,1
HAM_I202303005,F,001202303005,B,3,HAM,7,2,HAM_I,10,2
HAM_I202303014,F,001202303014,B,3,HAM,7,3,HAM_I,10,3
HAM_I202303015,F,001202303015,B,3,HAM,7,4,HAM_I,10,4
HAM_I202303016,F,001202303016,B,3,HAM,7,5,HAM_I,10,5
HAM_I202303017,F,001202303017,B,3,HAM,7,6,HAM_I,10,6
HAM_I202303018,F,001202303018,B,3,HAM,7,7,HAM_I,10,7
HAM_I202303023,F,001202303023,B,3,HAM,7,8,HAM_I,10,8
HAM_I202303025,F,001202303025,B,3,HAM,7,9,HAM_I,10,9
HAM_I202303003,F,001202303003,B,3,HAM,8,0,HAM_I,11,0
HAM_I202303006,F,001202303006,B,3,HAM,8,1,HAM_I,11,1
HAM_I202303008,F,001202303008,B,3,HAM,8,2,HAM_I,11,2
HAM_I202303010,F,001202303010,B,3,HAM,8,3,HAM_I,11,3
HAM_I202303012,F,001202303012,B,3,HAM,8,4,HAM_I,11,4
HAM_I202303020,F,001202303020,B,3,HAM,8,5,HAM_I,11,5
HAM_I202303026,F,001202303026,B,3,HAM,8,6,HAM_I,11,6
HAM_I202303028,F,001202303028,B,3,HAM,8,7,HAM_I,11,7
HAM_I202303031,F,001202303031,B,3,HAM,8,8,HAM_I,11,8
HAM_I202303024,F,001202303024,B,3,HAM,9,0,HAM_I,12,0
HAM_I202303022,F,001202303022,B,3,HAM,10,0,HAM_I,13,0
HAM_I202304001,F,001202304001,B,3,HAM,11,0,HAM_I,14,0
HAM_I202304004,F,001202304004,B,3,HAM,11,1,HAM_I,14,1
HAM_I202304009,F,001202304009,B,3,HAM,11,2,HAM_I,14,2
HAM_I202304016,F,001202304016,B,3,HAM,11,3,HAM_I,14,3
HAM_I202304018,F,001202304018,B,3,HAM,11,4,HAM_I,14,4
HAM_I202304024,F,001202304024,B,3,HAM,11,5,HAM_I,14,5
HAM_I202304026,F,001202304026,B,3,HAM,11,6,HAM_I,14,6
HAM_I202304003,F,001202304003,B,3,HAM,12,0,HAM_I,15,0
HAM_I202304006,F,001202304006,B,3,HAM,12,1,HAM_I,15,1
HAM_I202304007,F,001202304007,B,3,HAM,12,2,HAM_I,15,2
HAM_I202304008,F,001202304008,B,3,HAM,12,3,HAM_I,15,3
HAM_I202304011,F,001202304011,B,3,HAM,12,4,HAM_I,15,4
HAM_I202304012,F,001202304012,B,3,HAM,12,5,HAM_I,15,5
HAM_I202304013,F,001202304013,B,3,HAM,12,6,HAM_I,15,6
HAM_I202304019,F,001202304019,B,3,HAM,12,7,HAM_I,15,7
HAM_I202304020,F,001202304020,B,3,HAM,12,8,HAM_I,15,8
HAM_I202304021,F,001202304021,B,3,HAM,12,9,HAM_I,15,9
HAM_I202304022,F,001202304022,B,3,HAM,12,10,HAM_I,15,10
HAM_I202304023,F,001202304023,B,3,HAM,12,11,HAM_I,15,11
HAM_I202304002,F,001202304002,B,3,HAM,13,0,HAM_I,16,0
HAM_I202304005,F,001202304005,B,3,HAM,13,1,HAM_I,16,1
HAM_I202304010,F,001202304010,B,3,HAM,13,2,HAM_I,16,2
HAM_I202304015,F,001202304015,B,3,HAM,13,3,HAM_I,16,3
HAM_I202304017,F,001202304017,B,3,HAM,13,4,HAM_I,16,4
HAM_I202304025,F,001202304025,B,3,HAM,13,5,HAM_I,16,5
HAM_I202304014,F,001202304014,B,3,HAM,14,0,HAM_I,17,0
HAM_I202305001,F,001202305001,B,3,HAM,16,0,HAM_I,19,0
HAM_I202305005,F,001202305005,B,3,HAM,16,1,HAM_I,19,1
HAM_I202305012,F,001202305012,B,3,HAM,16,2,HAM_I,19,2
HAM_I202305018,F,001202305018,B,3,HAM,16,3,HAM_I,19,3
HAM_I202305020,F,001202305020,B,3,HAM,16,4,HAM_I,19,4
HAM_I202305024,F,001202305024,B,3,HAM,16,5,HAM_I,19,5
HAM_I202305025,F,001202305025,B,3,HAM,16,6,HAM_I,19,6
HAM_I202305002,F,001202305002,B,3,HAM,17,0,HAM_I,20,0
HAM_I202305003,F,001202305003,B,3,HAM,17,1,HAM_I,20,1
HAM_I202305004,F,001202305004,B,3,HAM,17,2,HAM_I,20,2
HAM_I202305006,F,001202305006,B,3,HAM,17,3,HAM_I,20,3
HAM_I202305008,F,001202305008,B,3,HAM,17,4,HAM_I,20,4
HAM_I202305009,F,001202305009,B,3,HAM,17,5,HAM_I,20,5
HAM_I202305010,F,001202305010,B,3,HAM,17,6,HAM_I,20,6
HAM_I202305013,F,001202305013,B,3,HAM,17,7,HAM_I,20,7
HAM_I202305015,F,001202305015,B,3,HAM,17,8,HAM_I,20,8
HAM_I202305017,F,001202305017,B,3,HAM,17,9,HAM_I,20,9
HAM_I202305019,F,001202305019,B,3,HAM,17,10,HAM_I,20,10
HAM_I202305007,F,001202305007,B,3,HAM,18,0,HAM_I,21,0
HAM_I202305011,F,001202305011,B,3,HAM,18,1,HAM_I,21,1
HAM_I202305014,F,001202305014,B,3,HAM,18,2,HAM_I,21,2
HAM_I202305016,F,001202305016,B,3,HAM,18,3,HAM_I,21,3
HAM_I202305021,F,001202305021,B,3,HAM,18,4,HAM_I,21,4
HAM_I202305022,F,001202305022,B,3,HAM,18,5,HAM_I,21,5
HAM_I202305023,F,001202305023,B,3,HAM,18,6,HAM_I,21,6
HAM_I202305026,F,001202305026,B,3,HAM,18,7,HAM_I,21,7
HAM_I202306001,F,001202306001,B,3,HAM,19,0,HAM_I,22,0
HAM_I202306003,F,001202306003,B,3,HAM,19,1,HAM_I,22,1
HAM_I202306007,F,001202306007,B,3,HAM,19,2,HAM_I,22,2
HAM_I202306011,F,001202306011,B,3,HAM,19,3,HAM_I,22,3
HAM_I202306013,F,001202306013,B,3,HAM,19,4,HAM_I,22,4
HAM_I202306016,F,001202306016,B,3,HAM,19,5,HAM_I,22,5
HAM_I202306018,F,001202306018,B,3,HAM,19,6,HAM_I,22,6
HAM_I202306020,F,001202306020,B,3,HAM,19,7,HAM_I,22,7
HAM_I202306022,F,001202306022,B,3,HAM,19,8,HAM_I,22,8
HAM_I202306023,F,001202306023,B,3,HAM,19,9,HAM_I,22,9
HAM_I202306025,F,001202306025,B,3,HAM,19,10,HAM_I,22,10
HAM_I202306027,F,001202306027,B,3,HAM,19,11,HAM_I,22,11
HAM_I202306031,F,001202306031,B,3,HAM,19,12,HAM_I,22,12
HAM_I202306002,F,001202306002,B,3,HAM,20,0,HAM_I,23,0
HAM_I202306005,F,001202306005,B,3,HAM,20,1,HAM_I,23,1
HAM_I202306006,F,001202306006,B,3,HAM,20,2,HAM_I,23,2
HAM_I202306009,F,001202306009,B,3,HAM,20,3,HAM_I,23,3
HAM_I202306010,F,001202306010,B,3,HAM,20,4,HAM_I,23,4
HAM_I202306014,F,001202306014,B,3,HAM,20,5,HAM_I,23,5
HAM_I202306015,F,001202306015,B,3,HAM,20,6,HAM_I,23,6
HAM_I202306004,F,001202306004,B,3,HAM,21,0,HAM_I,24,0
HAM_I202306008,F,001202306008,B,3,HAM,21,1,HAM_I,24,1
HAM_I202306012,F,001202306012,B,3,HAM,21,2,HAM_I,24,2
HAM_I202306017,F,001202306017,B,3,HAM,21,3,HAM_I,24,3
HAM_I202306019,F,001202306019,B,3,HAM,21,4,HAM_I,24,4
HAM_I202306021,F,001202306021,B,3,HAM,21,5,HAM_I,24,5
HAM_I202306024,F,001202306024,B,3,HAM,21,6,HAM_I,24,6
HAM_I202306026,F,001202306026,B,3,HAM,21,7,HAM_I,24,7
HAM_I202306028,F,001202306028,B,3,HAM,21,8,HAM_I,24,8
HAM_I202306030,F,001202306030,B,3,HAM,21,9,HAM_I,24,9
HAM_I202306029,F,001202306029,B,3,HAM,22,0,HAM_I,25,0
HAM_I202306032,F,001202306032,B,3,HAM,22,1,HAM_I,25,1
HAM_I202307005,F,001202307005,B,3,HAM,24,0,HAM_I,27,0
HAM_I202307007,F,001202307007,B,3,HAM,24,1,HAM_I,27,1
HAM_I202307009,F,001202307009,B,3,HAM,24,2,HAM_I,27,2
HAM_I202307011,F,001202307011,B,3,HAM,24,3,HAM_I,27,3
HAM_I202307015,F,001202307015,B,3,HAM,24,4,HAM_I,27,4
HAM_I202307020,F,001202307020,B,3,HAM,24,5,HAM_I,27,5
HAM_I202307022,F,001202307022,B,3,HAM,24,6,HAM_I,27,6
HAM_I202307024,F,001202307024,B,3,HAM,24,7,HAM_I,27,7
HAM_I202307001,F,001202307001,B,3,HAM,25,0,HAM_I,28,0
HAM_I202307003,F,001202307003,B,3,HAM,25,1,HAM_I,28,1
HAM_I202307013,F,001202307013,B,3,HAM,25,2,HAM_I,28,2
HAM_I202307016,F,001202307016,B,3,HAM,25,3,HAM_I,28,3
HAM_I202307017,F,001202307017,B,3,HAM,25,4,HAM_I,28,4
HAM_I202307018,F,001202307018,B,3,HAM,25,5,HAM_I,28,5
HAM_I202307019,F,001202307019,B,3,HAM,25,6,HAM_I,28,6
HAM_I202307025,F,001202307025,B,3,HAM,25,7,HAM_I,28,7
HAM_I202307026,F,001202307026,B,3,HAM,25,8,HAM_I,28,8
HAM_I202307002,F,001202307002,B,3,HAM,26,0,HAM_I,29,0
HAM_I202307004,F,001202307004,B,3,HAM,26,1,HAM_I,29,1
HAM_I202307006,F,001202307006,B,3,HAM,26,2,HAM_I,29,2
HAM_I202307008,F,001202307008,B,3,HAM,26,3,HAM_I,29,3
HAM_I202307010,F,001202307010,B,3,HAM,26,4,HAM_I,29,4
HAM_I202307014,F,001202307014,B,3,HAM,26,5,HAM_I,29,5
HAM_I202307021,F,001202307021,B,3,HAM,26,6,HAM_I,29,6
HAM_I202307023,F,001202307023,B,3,HAM,26,7,HAM_I,29,7
HAM_I202307027,F,001202307027,B,3,HAM,26,8,HAM_I,29,8
HAM_I202307012,F,001202307012,B,3,HAM,27,0,HAM_I,30,0
HAM_I202308001,F,001202308001,B,3,HAM,28,0,HAM_I,31,0
HAM_I202308002,F,001202308002,B,3,HAM,28,1,HAM_I,31,1
HAM_I202308006,F,001202308006,B,3,HAM,28,2,HAM_I,31,2
HAM_I202308008,F,001202308008,B,3,HAM,28,3,HAM_I,31,3
HAM_I202308010,F,001202308010,B,3,HAM,28,4,HAM_I,31,4
HAM_I202308013,F,001202308013,B,3,HAM,28,5,HAM_I,31,5
HAM_I202308015,F,001202308015,B,3,HAM,28,6,HAM_I,31,6
HAM_I202308016,F,001202308016,B,3,HAM,28,7,HAM_I,31,7
HAM_I202308018,F,001202308018,B,3,HAM,28,8,HAM_I,31,8
HAM_I202308020,F,001202308020,B,3,HAM,28,9,HAM_I,31,9
HAM_I202308021,F,001202308021,B,3,HAM,28,10,HAM_I,31,10
HAM_I202308023,F,001202308023,B,3,HAM,28,11,HAM_I,31,11
HAM_I202308024,F,001202308024,B,3,HAM,28,12,HAM_I,31,12
HAM_I202308003,F,001202308003,B,3,HAM,30,0,HAM_I,33,0
HAM_I202308004,F,001202308004,B,3,HAM,30,1,HAM_I,33,1
HAM_I202308005,F,001202308005,B,3,HAM,30,2,HAM_I,33,2
HAM_I202308007,F,001202308007,B,3,HAM,30,3,HAM_I,33,3
